Date,TestID,Country,Age (M),Sex
2023-06-14,2348000562D,Poland,31.0,Male
2023-06-14,2334001967D,Portugal,55.0,Female
2023-06-14,2348000539D,Poland,41.0,Male
2023-06-14,2331003188D,Norway,34.0,Female
2023-06-14,2348000572D,Poland,35.0,Male
2023-06-14,2348000561D,Poland,95.0,Female
2023-06-14,2334001965D,Spain,95.0,Male
2023-06-14,2348000538D,Poland,46.0,Male
2023-06-14,2348000571D,Poland,162.0,Male
2023-06-14,2331002995D,Germany,162.0,Male
2023-06-14,2331002970D,Belgium,162.0,Male
2023-06-14,2331003091D,Denmark,66.0,Male
2023-06-14,2348000537D,Poland,42.0,Female
2023-06-14,2331002994D,Belgium,42.0,Female
2023-06-14,2348000560D,Poland,27.0,Male
2023-06-14,2331003088D,Denmark,21.0,Male
2023-06-14,2348000536D,Poland,31.0,Female
2023-06-14,2331003187D,Norway,157.0,Female
2023-06-14,2331002969D,Germany,157.0,Female
2023-06-14,2334002017D,Italy,157.0,Female
2023-06-14,2348000535D,Poland,39.0,Male
2023-06-14,2331002993D,Belgium,39.0,Male
2023-06-14,2331002754D,Austria,39.0,Male
2023-06-14,2348000559D,Poland,19.0,Male
2023-06-14,2334001996D,Italy,19.0,Male
2023-06-14,2348000534D,Poland,14.0,Female
2023-06-14,2331003186D,Norway,16.0,Female
2023-06-14,2331002778D,Netherland,16.0,Female
2023-06-14,2348000558D,Poland,19.0,Male
2023-06-14,2334001998D,Italy,19.0,Male
2023-06-14,2348000533D,Poland,20.0,Female
2023-06-14,2331003197D,Norway,17.0,Male
2023-06-14,2331002777D,Netherland,17.0,Male
2023-06-14,2331002968D,Germany,17.0,Male
2023-06-14,2334002015D,Italy,17.0,Male
2023-06-14,2331002905D,Netherland,17.0,Male
2023-06-14,2348000570D,Poland,17.0,Male
2023-06-14,2331002863D,Netherland,17.0,Male
2023-06-14,2348000557D,Poland,101.0,Male
2023-06-14,2334001964D,Spain,101.0,Male
2023-06-14,2334001980D,Greece,77.0,Male
2023-06-14,2331002981D,Germany,77.0,Male
2023-06-14,2331002856D,Netherland,77.0,Male
2023-06-14,2334001963D,Portugal,77.0,Male
2023-06-14,2348000569D,Poland,20.0,Male
2023-06-14,2348000555D,Poland,68.0,Male
2023-06-14,2348000556D,Poland,32.0,Female
2023-06-14,2334001979D,Spain,20.0,Male
2023-06-14,2331003192D,Sweden,51.0,Male
2023-06-14,2331002839D,Belgium,87.0,Male
2023-06-14,2334001962D,Portugal,51.0,Female
2023-06-14,2334001978D,Greece,111.0,Female
2023-06-14,2331003753D,Belgium,111.0,Female
2023-06-14,2331002855D,Netherland,61.0,Female
2023-06-14,2348000554D,Poland,41.0,Male
2023-06-14,2334001977D,Spain,77.0,Male
2023-06-14,2331003182D,Sweden,29.0,Male
2023-06-14,2331002762D,Austria,64.0,Male
2023-06-14,2334001961D,Portugal,64.0,Male
2023-06-14,2348000532D,Poland,23.0,Male
2023-06-14,2331003441D,Belgium,23.0,Male
2023-06-14,2348000553D,Poland,28.0,Female
2023-06-14,2348000568D,Poland,28.0,Female
2023-06-14,2344000552D,UK,28.0,Female
2023-06-14,2331002781D,Belgium,28.0,Female
2023-06-14,2334001960D,Portugal,52.0,Female
2023-06-14,2331003204D,Sweden,76.0,Male
2023-06-14,2344000551D,UK,76.0,Male
2023-06-14,2348000552D,Poland,17.0,Female
2023-06-14,2334001958D,France,29.0,Female
2023-06-14,2331003200D,Sweden,17.0,Female
2023-06-14,2344000550D,UK,17.0,Female
2023-06-14,2344000541D,UK,17.0,Female
2023-06-14,2334001956D,France,17.0,Female
2023-06-14,2331002977D,Belgium,17.0,Female
2023-06-14,2344000549D,UK,17.0,Female
2023-06-14,2348000551D,Poland,41.0,Female
2023-06-14,2334001955D,France,29.0,Female
2023-06-14,2331003184D,Sweden,78.0,Male
2023-06-14,2344000548D,UK,78.0,Male
2023-06-14,2348000550D,Poland,30.0,Female
2023-06-14,2331003195D,Sweden,32.0,Male
2023-06-14,2344000547D,UK,21.0,Male
2023-06-14,2348000549D,Poland,129.0,Female
2023-06-14,2331003179D,Norway,66.0,Male
2023-06-14,2334001976D,Spain,42.0,Female
2023-06-14,2348000548D,Poland,46.0,Male
2023-06-14,2331003170D,Norway,26.0,Male
2023-06-14,2348000567D,Poland,14.0,Male
2023-06-14,2344000546D,UK,19.0,Male
2023-06-14,2348000547D,Poland,43.0,Male
2023-06-14,2348000576D,Poland,55.0,Male
2023-06-14,2331002975D,Germany,55.0,Male
2023-06-14,2344000544D,UK,55.0,Male
2023-06-14,2348000546D,Poland,115.0,Female
2023-06-14,2331003052D,Norway,14.0,Male
2023-06-14,2331003202D,Sweden,26.0,Female
2023-06-14,2344000543D,UK,19.0,Female
2023-06-14,2348000575D,Poland,55.0,Female
2023-06-14,2348000566D,Poland,31.0,Female
2023-06-14,2344000542D,UK,31.0,Female
2023-06-14,2348000545D,Poland,55.0,Female
2023-06-14,2331003046D,Norway,43.0,Male
2023-06-14,2331002973D,Belgium,43.0,Male
2023-06-14,2348000574D,Poland,55.0,Female
2023-06-14,2331002972D,Germany,55.0,Female
2023-06-14,2334001975D,Spain,55.0,Male
2023-06-14,2348000544D,Poland,29.0,Male
2023-06-15,2334001984D,France,24.0,Male
2023-06-15,2331003026D,Netherland,24.0,Male
2023-06-15,2331003203D,Sweden,81.0,Male
2023-06-15,2348000607D,Poland,69.0,Male
2023-06-15,2334001990D,France,33.0,Male
2023-06-15,2334001988D,Spain,21.0,Male
2023-06-15,2331003032D,Netherland,21.0,Male
2023-06-15,2334001936D,Greece,21.0,Male
2023-06-15,2348000606D,Poland,34.0,Female
2023-06-15,2334001987D,Spain,130.0,Male
2023-06-15,2331003031D,Netherland,130.0,Male
2023-06-15,2348000597D,Poland,30.0,Male
2023-06-15,2331003043D,Germany,30.0,Male
2023-06-15,2334001986D,Spain,18.0,Male
2023-06-15,2331003212D,Sweden,15.0,Female
2023-06-15,2348000594D,Poland,22.0,Female
2023-06-15,2331003042D,Germany,22.0,Female
2023-06-15,2331003025D,Netherland,22.0,Female
2023-06-15,2331003030D,Netherland,22.0,Female
2023-06-15,2348000593D,Poland,70.0,Male
2023-06-15,2331003040D,Germany,70.0,Male
2023-06-15,2334001985D,Spain,58.0,Male
2023-06-15,2331003207D,Sweden,22.0,Female
2023-06-15,2348000592D,Poland,44.0,Female
2023-06-15,2331003039D,Germany,44.0,Female
2023-06-15,2331003023D,Netherland,44.0,Female
2023-06-15,2331003029D,Netherland,44.0,Female
2023-06-15,2348000596D,Poland,79.0,Female
2023-06-15,2331003038D,Austria,79.0,Female
2023-06-15,2331003022D,Netherland,79.0,Female
2023-06-15,2331003190D,Sweden,61.0,Male
2023-06-15,2331003145D,Denmark,33.0,Male
2023-06-15,2331003037D,Germany,33.0,Male
2023-06-15,2348000591D,Poland,18.0,Female
2023-06-15,2331003211D,Norway,31.0,Male
2023-06-15,2331003021D,Netherland,31.0,Male
2023-06-15,2348000590D,Poland,31.0,Male
2023-06-15,2331003206D,Norway,25.0,Male
2023-06-15,2331003147D,Denmark,35.0,Male
2023-06-15,2348000589D,Poland,58.0,Male
2023-06-15,2331003196D,Norway,20.0,Female
2023-06-15,2334001995D,France,32.0,Male
2023-06-15,2348000588D,Poland,27.0,Male
2023-06-15,2331003210D,Norway,58.0,Male
2023-06-15,2334001994D,France,34.0,Male
2023-06-15,2348000587D,Poland,31.0,Female
2023-06-15,2331003189D,Norway,35.0,Male
2023-06-15,2334001989D,France,59.0,Male
2023-06-15,2348000586D,Poland,19.0,Male
2023-06-15,2344000563D,UK,19.0,Male
2023-06-15,2331002914D,Republic of Ireland,19.0,Male
2023-06-15,2348000585D,Poland,89.0,Female
2023-06-15,2344000565D,UK,61.0,Male
2023-06-15,2348000595D,Poland,22.0,Female
2023-06-15,2331003198D,Norway,13.0,Male
2023-06-15,2344000562D,UK,13.0,Male
2023-06-15,2334002003D,Greece,14.0,Male
2023-06-15,2348000605D,Poland,98.0,Female
2023-06-15,2344000561D,UK,98.0,Female
2023-06-15,2348000584D,Poland,38.0,Female
2023-06-15,2331003194D,Norway,43.0,Female
2023-06-15,2334001983D,Spain,43.0,Female
2023-06-15,2344000560D,UK,43.0,Female
2023-06-15,2348000583D,Poland,45.0,Male
2023-06-15,2331003036D,Germany,45.0,Male
2023-06-15,2334001982D,Spain,33.0,Male
2023-06-15,2344000564D,UK,33.0,Male
2023-06-15,2334001991D,France,21.0,Male
2023-06-15,2331003146D,Denmark,93.0,Female
2023-06-15,2334002002D,Spain,93.0,Male
2023-06-15,2334002021D,Italy,93.0,Male
2023-06-15,2344000558D,UK,93.0,Male
2023-06-15,2331002944D,Netherland,93.0,Male
2023-06-15,2334002001D,Greece,93.0,Female
2023-06-15,2344000557D,UK,21.0,Male
2023-06-15,2331003035D,Netherland,45.0,Male
2023-06-15,2348000612D,Poland,14.0,Female
2023-06-15,2331002908D,Germany,14.0,Female
2023-06-15,2334001993D,France,62.0,Male
2023-06-15,2348000581D,Poland,26.0,Male
2023-06-15,2334002000D,Spain,50.0,Female
2023-06-15,2348000604D,Poland,26.0,Male
2023-06-15,2344000555D,UK,26.0,Male
2023-06-15,2348000580D,Poland,17.0,Male
2023-06-15,2348000603D,Poland,33.0,Male
2023-06-15,2331002926D,Netherland,33.0,Male
2023-06-15,2348000579D,Poland,45.0,Female
2023-06-15,2331003034D,Netherland,45.0,Female
2023-06-15,2348000611D,Poland,65.0,Female
2023-06-15,2344000554D,UK,65.0,Female
2023-06-15,2348000578D,Poland,29.0,Male
2023-06-15,2331003199D,Sweden,34.0,Female
2023-06-15,2334001999D,Spain,178.0,Female
2023-06-15,2348000610D,Poland,94.0,Male
2023-06-15,2344000553D,UK,94.0,Male
2023-06-15,2348000577D,Poland,82.0,Male
2023-06-15,2331003205D,Sweden,31.0,Female
2023-06-15,2331003033D,Netherland,31.0,Female
2023-06-15,2348000602D,Poland,19.0,Male
2023-06-15,2331002919D,Netherland,19.0,Male
2023-06-15,2331003183D,Norway,23.0,Male
2023-06-15,2331002947D,Belgium,23.0,Male
2023-06-15,2344000540D,UK,23.0,Male
2023-06-15,2331002924D,Netherland,23.0,Male
2023-06-15,2348000601D,Poland,31.0,Male
2023-06-15,2331003209D,Sweden,55.0,Male
2023-06-15,2344000556D,UK,55.0,Male
2023-06-15,2348000600D,Poland,121.0,Female
2023-06-15,2344000596D,UK,13.0,Male
2023-06-15,2331003191D,Sweden,13.0,Male
2023-06-15,2348000599D,Poland,37.0,Male
2023-06-15,2331003016D,Germany,37.0,Male
2023-06-15,2331003028D,Netherland,37.0,Male
2023-06-15,2331003201D,Sweden,13.0,Male
2023-06-15,2348000598D,Poland,14.0,Male
2023-06-15,2348000609D,Poland,74.0,Male
2023-06-15,2334001992D,France,26.0,Female
2023-06-15,2331003213D,Sweden,26.0,Female
2023-06-15,2348000608D,Poland,146.0,Male
2023-06-16,2331003364D,Norway,22.0,Male
2023-06-16,2334002006D,France,94.0,Male
2023-06-16,2334001997D,Italy,94.0,Male
2023-06-16,2331003080D,Netherland,94.0,Male
2023-06-16,2334002067D,Italy,94.0,Male
2023-06-16,2334002011D,Portugal,118.0,Male
2023-06-16,2331003079D,Netherland,118.0,Male
2023-06-16,2331003334D,Denmark,33.0,Female
2023-06-16,2331003078D,Netherland,33.0,Female
2023-06-16,2344000601D,UK,45.0,Female
2023-06-16,2334002010D,Portugal,28.0,Male
2023-06-16,2331003077D,Netherland,28.0,Male
2023-06-16,2334002009D,Portugal,16.0,Male
2023-06-16,2331003076D,Netherland,16.0,Male
2023-06-16,2331003354D,Sweden,63.0,Male
2023-06-16,2334002016D,Spain,75.0,Female
2023-06-16,2331003075D,Germany,27.0,Female
2023-06-16,2331003074D,Netherland,27.0,Male
2023-06-16,2331003352D,Sweden,35.0,Female
2023-06-16,2344000569D,UK,95.0,Female
2023-06-16,2331003072D,Netherland,71.0,Male
2023-06-16,2344000571D,UK,71.0,Male
2023-06-16,2331003350D,Sweden,49.0,Male
2023-06-16,2331003071D,Germany,49.0,Male
2023-06-16,2344000568D,UK,49.0,Male
2023-06-16,2331003358D,Sweden,16.0,Male
2023-06-16,2331003070D,Germany,16.0,Male
2023-06-16,2344000567D,UK,16.0,Male
2023-06-16,2331003349D,Sweden,37.0,Male
2023-06-16,2344000570D,UK,37.0,Male
2023-06-16,2344000566D,UK,37.0,Male
2023-06-16,2344000574D,UK,37.0,Male
2023-06-16,2331003351D,Norway,92.0,Male
2023-06-16,2344000576D,UK,92.0,Male
2023-06-16,2344000572D,UK,29.0,Male
2023-06-16,2331002761D,Germany,19.0,Female
2023-06-16,2344000575D,UK,19.0,Female
2023-06-16,2331002661D,Germany,91.0,Female
2023-06-16,2344000573D,UK,91.0,Female
2023-06-16,2331003359D,Norway,55.0,Male
2023-06-16,2334002019D,Italy,55.0,Male
2023-06-16,2331002991D,Germany,55.0,Male
2023-06-16,2334002020D,Italy,55.0,Male
2023-06-16,2331003041D,Germany,55.0,Male
2023-06-16,2334002105D,Italy,55.0,Male
2023-06-16,2331002992D,Belgium,55.0,Male
2023-06-16,2348000613D,Germany,55.0,Male
2023-06-16,2331003366D,Norway,68.0,Female
2023-06-16,2334002012D,Spain,68.0,Female
2023-06-16,2331003356D,Norway,71.0,Female
2023-06-16,2331003347D,Norway,83.0,Male
2023-06-16,2334002014D,France,23.0,Male
2023-06-16,2331003368D,Norway,59.0,Male
2023-06-16,2334002013D,France,23.0,Male
2023-06-16,2331003355D,Norway,35.0,Male
2023-06-16,2334002008D,France,23.0,Male
2023-06-16,2331003361D,Norway,21.0,Female
2023-06-16,2334002052D,Italy,21.0,Female
2023-06-16,2331003360D,Norway,35.0,Female
2023-06-16,2334002007D,France,29.0,Female
2023-06-19,2331003241D,Germany,,
2023-06-19,2331003167D,Germany,,
2023-06-19,2334002068D,Italy,,
2023-06-19,2331003092D,Netherland,,
2023-06-19,2331003240D,Germany,,
2023-06-19,2331003083D,Germany,,
2023-06-19,2331003239D,Germany,,
2023-06-19,2334002055D,Slovenia,24.0,Male
2023-06-19,2331003119D,Belgium,24.0,Male
2023-06-19,2331003082D,Netherland,24.0,Male
2023-06-19,2331003160D,Netherland,24.0,Male
2023-06-19,2331003238D,Germany,24.0,Male
2023-06-19,2331003166D,Germany,24.0,Male
2023-06-19,2331003118D,Belgium,24.0,Male
2023-06-19,2331003081D,Germany,24.0,Male
2023-06-19,2344000579D,UK,24.0,Male
2023-06-19,2334002054D,Slovenia,36.0,Male
2023-06-19,2331003117D,Germany,36.0,Male
2023-06-19,2344000588D,UK,47.0,Female
2023-06-19,2331003237D,Netherland,47.0,Female
2023-06-19,2331003165D,Germany,47.0,Female
2023-06-19,2331003116D,Germany,47.0,Female
2023-06-19,2331003159D,Netherland,41.0,Male
2023-06-19,2331003236D,Netherland,41.0,Male
2023-06-19,2348000617D,Czech Republic,53.0,Female
2023-06-19,2331003114D,Germany,53.0,Female
2023-06-19,2344000589D,UK,53.0,Male
2023-06-19,2331003235D,Netherland,53.0,Male
2023-06-19,2334002053D,Slovenia,65.0,Female
2023-06-19,2331003111D,Lithuania,65.0,Female
2023-06-19,2331003115D,Germany,65.0,Female
2023-06-19,2331003158D,Netherland,25.0,Male
2023-06-19,2331003234D,Netherland,25.0,Male
2023-06-19,2331003164D,Germany,25.0,Male
2023-06-19,2348000616D,Czech Republic,37.0,Female
2023-06-19,2348000619D,Czech Republic,85.0,Male
2023-06-19,2344000590D,UK,14.0,Female
2023-06-19,2331003232D,Netherland,14.0,Female
2023-06-19,2334002050D,Spain,14.0,Male
2023-06-19,2331003113D,Belgium,14.0,Male
2023-06-19,2331003333D,Denmark,14.0,Male
2023-06-19,2344000580D,UK,14.0,Male
2023-06-19,2331003231D,Netherland,14.0,Male
2023-06-19,2334002049D,Spain,61.0,Female
2023-06-19,2331003110D,Lithuania,61.0,Female
2023-06-19,2348000618D,Czech Republic,42.0,Female
2023-06-19,2331003227D,Netherland,42.0,Female
2023-06-19,2334002038D,Spain,42.0,Female
2023-06-19,2331003157D,Netherland,42.0,Female
2023-06-19,2331003230D,Netherland,42.0,Female
2023-06-19,2334002048D,Spain,22.0,Male
2023-06-19,2331003109D,Germany,22.0,Male
2023-06-19,2331003112D,Germany,22.0,Male
2023-06-19,2331003226D,Netherland,22.0,Male
2023-06-19,2334002037D,Portugal,70.0,Male
2023-06-19,2344000594D,UK,70.0,Male
2023-06-19,2331003228D,Netherland,70.0,Male
2023-06-19,2344000584D,UK,34.0,Female
2023-06-19,2348000615D,Czech Republic,22.0,Female
2023-06-19,2331003224D,Netherland,22.0,Female
2023-06-19,2334002036D,Spain,17.0,Female
2023-06-19,2344000591D,UK,41.0,Female
2023-06-19,2344000585D,UK,61.0,Female
2023-06-19,2331003108D,Lithuania,61.0,Female
2023-06-19,2331003223D,Netherland,61.0,Female
2023-06-19,2334002035D,Spain,37.0,Male
2023-06-19,2331003156D,Netherland,37.0,Male
2023-06-19,2331003163D,Netherland,37.0,Male
2023-06-19,2348000614D,Czech Republic,45.0,Male
2023-06-19,2331003222D,Netherland,45.0,Male
2023-06-19,2334002034D,Spain,17.0,Male
2023-06-19,2344000592D,UK,46.0,Male
2023-06-19,2344000586D,UK,118.0,Male
2023-06-19,2331003106D,Finland,118.0,Male
2023-06-19,2331003221D,Netherland,118.0,Male
2023-06-19,2334001665D,Croatia (Hrvatska),34.0,Male
2023-06-19,2331003155D,Netherland,34.0,Male
2023-06-19,2344000577D,UK,34.0,Male
2023-06-19,2331003105D,Belgium,34.0,Male
2023-06-19,2344000595D,UK,34.0,Male
2023-06-19,2331003162D,Netherland,34.0,Male
2023-06-19,2334002044D,Portugal,58.0,Female
2023-06-19,2344000598D,UK,139.0,Male
2023-06-19,2331003154D,Netherland,139.0,Male
2023-06-19,2331003161D,Netherland,139.0,Male
2023-06-19,2331003104D,Netherland,139.0,Male
2023-06-19,2344000593D,UK,26.0,Female
2023-06-19,2344000578D,UK,26.0,Female
2023-06-19,2334002043D,Portugal,50.0,Female
2023-06-19,2331003153D,Netherland,26.0,Male
2023-06-19,2344000587D,UK,26.0,Female
2023-06-19,2334002042D,Portugal,122.0,Male
2023-06-19,2344000599D,UK,20.0,Male
2023-06-19,2344000581D,UK,20.0,Male
2023-06-19,2334002041D,Portugal,32.0,Male
2023-06-19,2331003220D,Belgium,32.0,Male
2023-06-19,2331003152D,Netherland,32.0,Male
2023-06-19,2331003102D,Netherland,32.0,Male
2023-06-19,2331003219D,Netherland,32.0,Male
2023-06-19,2344000582D,UK,32.0,Male
2023-06-19,2334002040D,Portugal,35.0,Male
2023-06-19,2331003218D,Netherland,35.0,Male
2023-06-19,2331003101D,Germany,35.0,Male
2023-06-19,2331003217D,Netherland,55.0,Male
2023-06-19,2331003151D,Netherland,55.0,Male
2023-06-19,2334002039D,Portugal,67.0,Male
2023-06-19,2331003216D,Netherland,67.0,Male
2023-06-19,2331003150D,Latvia,67.0,Male
2023-06-19,2331003100D,Germany,61.0,Male
2023-06-19,2334002059D,France,85.0,Male
2023-06-19,2331003215D,Netherland,85.0,Male
2023-06-19,2344000583D,UK,85.0,Male
2023-06-19,2331003098D,Netherland,85.0,Male
2023-06-19,2331003148D,Netherland,39.0,Male
2023-06-19,2331003097D,Netherland,39.0,Male
2023-06-19,2344000597D,UK,39.0,Male
2023-06-19,2331003096D,Netherland,39.0,Male
2023-06-19,2334002058D,Slovenia,27.0,Female
2023-06-19,2331003095D,Netherland,87.0,Female
2023-06-19,2334002045D,France,87.0,Female
2023-06-19,2334002057D,Slovenia,123.0,Female
2023-06-19,2334002047D,Spain,15.0,Male
2023-06-19,2331003243D,Germany,15.0,Male
2023-06-19,2334002065D,Italy,15.0,Male
2023-06-19,2331003094D,Netherland,15.0,Male
2023-06-19,2331003242D,Germany,15.0,Male
2023-06-19,2334002056D,Slovenia,99.0,Female
2023-06-19,2334002046D,Spain,123.0,Female
2023-06-19,2331003093D,Netherland,123.0,Female
2023-06-20,2331003262D,Germany,123.0,Female
2023-06-20,2331003260D,Germany,121.0,Female
2023-06-20,2331003261D,Germany,121.0,Female
2023-06-20,2331003247D,Netherland,121.0,Female
2023-06-20,2334002085D,France,61.0,Male
2023-06-20,2331003259D,Germany,61.0,Male
2023-06-20,2348000620D,Germany,61.0,Male
2023-06-20,2334002086D,France,25.0,Male
2023-06-20,2331003258D,Belgium,25.0,Male
2023-06-20,2331003246D,Netherland,25.0,Male
2023-06-20,2334002080D,Spain,49.0,Male
2023-06-20,2334002069D,Spain,49.0,Male
2023-06-20,2334002079D,Spain,85.0,Male
2023-06-20,2331003256D,Germany,85.0,Male
2023-06-20,2331003245D,Netherland,85.0,Male
2023-06-20,2334002078D,Spain,73.0,Female
2023-06-20,2334002073D,Spain,13.0,Female
2023-06-20,2331003244D,Estonia,13.0,Female
2023-06-20,2331002974D,Belgium,13.0,Female
2023-06-20,2334002072D,Spain,85.0,Female
2023-06-20,2331003293D,Germany,45.0,Female
2023-06-20,2331003255D,Germany,45.0,Female
2023-06-20,2331003254D,Netherland,45.0,Female
2023-06-20,2331003292D,Belgium,45.0,Female
2023-06-20,2331003253D,Netherland,45.0,Female
2023-06-20,2331003332D,Denmark,21.0,Male
2023-06-20,2331003291D,Belgium,21.0,Male
2023-06-20,2331002732D,Netherland,21.0,Male
2023-06-20,2334002064D,Spain,117.0,Female
2023-06-20,2331003252D,Netherland,29.0,Female
2023-06-20,2334002103D,Italy,29.0,Female
2023-06-20,2331003290D,Belgium,29.0,Female
2023-06-20,2331003251D,Netherland,29.0,Female
2023-06-20,2331003289D,Belgium,29.0,Female
2023-06-20,2334002071D,France,29.0,Female
2023-06-20,2334002066D,Italy,29.0,Female
2023-06-20,2344000624D,UK,44.0,Female
2023-06-20,2334002070D,France,44.0,Male
2023-06-20,2334002063D,Spain,44.0,Male
2023-06-20,2331003287D,Germany,44.0,Male
2023-06-20,2331003250D,Netherland,44.0,Male
2023-06-20,2334002104D,Italy,44.0,Male
2023-06-20,2331003274D,Belgium,44.0,Male
2023-06-20,2331003286D,Germany,44.0,Male
2023-06-20,2331003024D,Netherland,44.0,Male
2023-06-20,2334002062D,Spain,44.0,Male
2023-06-20,2334002084D,France,32.0,Male
2023-06-20,2331003249D,Netherland,32.0,Male
2023-06-20,2334002061D,Spain,32.0,Male
2023-06-20,2334002083D,France,20.0,Male
2023-06-20,2331003285D,Germany,20.0,Male
2023-06-20,2344000603D,UK,67.0,Male
2023-06-20,2334002060D,Malta,33.0,Male
2023-06-20,2331003273D,Belgium,33.0,Male
2023-06-20,2331003282D,Germany,33.0,Male
2023-06-20,2348000623D,Germany,33.0,Male
2023-06-20,2334002081D,Spain,69.0,Female
2023-06-20,2331003281D,Germany,69.0,Female
2023-06-20,2344000602D,UK,69.0,Female
2023-06-20,2331003272D,Latvia,69.0,Female
2023-06-20,2331003279D,Belgium,69.0,Female
2023-06-20,2348000622D,Germany,69.0,Female
2023-06-20,2331003270D,Germany,69.0,Female
2023-06-20,2344000600D,UK,68.0,Female
2023-06-20,2331003268D,Germany,68.0,Female
2023-06-20,2334002088D,France,56.0,Male
2023-06-20,2331003248D,Netherland,56.0,Male
2023-06-20,2334002077D,Spain,68.0,Male
2023-06-20,2348000621D,Germany,49.0,Male
2023-06-20,2334002076D,Spain,37.0,Male
2023-06-20,2334002087D,France,13.0,Male
2023-06-20,2334002075D,Spain,61.0,Male
2023-06-20,2331003267D,Switzerlan,61.0,Male
2023-06-20,2334002074D,Spain,85.0,Male
2023-06-20,2331003265D,Germany,85.0,Male
2023-06-20,2331003264D,Belgium,85.0,Male
2023-06-20,2334002051D,Spain,85.0,Male
2023-06-20,2331003263D,Germany,85.0,Male
2023-06-21,2334002100D,France,73.0,Female
2023-06-21,2331003306D,Germany,73.0,Female
2023-06-21,2348000651D,Poland,121.0,Male
2023-06-21,2334002089D,Portugal,37.0,Male
2023-06-21,2331003330D,Switzerlan,37.0,Male
2023-06-21,2344000604D,UK,37.0,Male
2023-06-21,2348000650D,Poland,13.0,Male
2023-06-21,2334002099D,France,81.0,Female
2023-06-21,2331003305D,Germany,81.0,Female
2023-06-21,2348000649D,Poland,21.0,Female
2023-06-21,2331003329D,Switzerlan,21.0,Female
2023-06-21,2344000605D,UK,21.0,Female
2023-06-21,2348000648D,Poland,34.0,Male
2023-06-21,2331003328D,Switzerlan,34.0,Male
2023-06-21,2331003304D,Belgium,34.0,Male
2023-06-21,2348000647D,Poland,166.0,Female
2023-06-21,2331003384D,Norway,166.0,Female
2023-06-21,2331003327D,Netherland,166.0,Female
2023-06-21,2331003303D,Belgium,166.0,Female
2023-06-21,2348000646D,Poland,31.0,Female
2023-06-21,2331003321D,Netherland,30.0,Male
2023-06-21,2331003378D,Norway,32.0,Male
2023-06-21,2331003302D,Germany,32.0,Male
2023-06-21,2348000645D,Poland,111.0,Female
2023-06-21,2331003320D,Netherland,111.0,Female
2023-06-21,2331003301D,Germany,111.0,Female
2023-06-21,2348000644D,Poland,119.0,Male
2023-06-21,2331003283D,Germany,119.0,Male
2023-06-21,2331003343D,Norway,14.0,Female
2023-06-21,2331003326D,Netherland,14.0,Female
2023-06-21,2348000643D,Poland,38.0,Male
2023-06-21,2331003319D,Netherland,82.0,Male
2023-06-21,2331003325D,Netherland,82.0,Male
2023-06-21,2331003300D,Germany,82.0,Male
2023-06-21,2348000642D,Poland,41.0,Male
2023-06-21,2331003278D,Germany,41.0,Male
2023-06-21,2331003371D,Norway,28.0,Female
2023-06-21,2331003299D,Belgium,28.0,Female
2023-06-21,2348000641D,Poland,40.0,Female
2023-06-21,2331003324D,Netherland,19.0,Male
2023-06-21,2331003298D,Netherland,19.0,Male
2023-06-21,2348000640D,Poland,18.0,Female
2023-06-21,2331003257D,Germany,18.0,Female
2023-06-21,2331003318D,Netherland,18.0,Female
2023-06-21,2331003323D,Netherland,18.0,Female
2023-06-21,2331003297D,Netherland,18.0,Female
2023-06-21,2331003271D,Germany,43.0,Male
2023-06-21,2331003374D,Norway,49.0,Male
2023-06-21,2331003363D,Norway,61.0,Male
2023-06-21,2331003296D,Netherland,61.0,Male
2023-06-21,2331003367D,Norway,47.0,Female
2023-06-21,2348000637D,Poland,23.0,Female
2023-06-21,2331003317D,Netherland,23.0,Female
2023-06-21,2331003322D,Netherland,23.0,Female
2023-06-21,2331003295D,Netherland,23.0,Female
2023-06-21,2331003344D,Netherland,23.0,Female
2023-06-21,2348000636D,Poland,47.0,Female
2023-06-21,2331003316D,Slovakia (Slovak Republic),47.0,Female
2023-06-21,2331003331D,Netherland,47.0,Female
2023-06-21,2331003381D,Norway,29.0,Male
2023-06-21,2331003345D,Belgium,29.0,Male
2023-06-21,2348000635D,Poland,53.0,Female
2023-06-21,2331003315D,Netherland,53.0,Female
2023-06-21,2331003294D,Netherland,53.0,Female
2023-06-21,2331003346D,Netherland,53.0,Female
2023-06-21,2331003314D,Netherland,53.0,Female
2023-06-21,2334002118D,Italy,53.0,Female
2023-06-21,2331003342D,Belgium,53.0,Female
2023-06-21,2348000634D,Poland,101.0,Female
2023-06-21,2331003313D,Netherland,101.0,Female
2023-06-21,2334002097D,Spain,101.0,Female
2023-06-21,2331003341D,Germany,101.0,Female
2023-06-21,2348000633D,Poland,89.0,Male
2023-06-21,2334002120D,Italy,89.0,Male
2023-06-21,2331003340D,Germany,89.0,Male
2023-06-21,2331003369D,Norway,26.0,Female
2023-06-21,2331003312D,Netherland,26.0,Female
2023-06-21,2334002121D,Italy,26.0,Female
2023-06-21,2331003339D,Germany,26.0,Female
2023-06-21,2348000632D,Poland,90.0,Male
2023-06-21,2344000612D,UK,90.0,Male
2023-06-21,2334002098D,Spain,53.0,Male
2023-06-21,2331003338D,Germany,53.0,Male
2023-06-21,2348000631D,Poland,23.0,Male
